"GEO_ID","NAME","S1901_C03_001E","S1901_C03_001M","S1901_C04_001E","S1901_C04_001M","S1901_C02_001M","S1901_C02_001E","S1901_C01_001M","S1901_C01_001E","S1901_C02_002E","S1901_C02_002M","S1901_C01_002M","S1901_C01_002E","S1901_C04_002M","S1901_C04_002E","S1901_C03_002M","S1901_C03_002E","S1901_C01_003E","S1901_C01_003M","S1901_C02_003E","S1901_C02_003M","S1901_C04_003E","S1901_C04_003M","S1901_C03_003M","S1901_C03_003E","S1901_C04_004E","S1901_C04_004M","S1901_C03_004M","S1901_C03_004E","S1901_C02_004M","S1901_C02_004E","S1901_C01_004M","S1901_C01_004E","S1901_C04_005E","S1901_C04_005M","S1901_C03_005M","S1901_C03_005E","S1901_C02_005M","S1901_C02_005E","S1901_C01_005M","S1901_C01_005E","S1901_C04_006E","S1901_C04_006M","S1901_C03_006M","S1901_C03_006E","S1901_C02_006M","S1901_C02_006E","S1901_C01_006M","S1901_C01_006E","S1901_C01_007E","S1901_C01_007M","S1901_C04_007M","S1901_C04_007E","S1901_C03_007M","S1901_C03_007E","S1901_C02_007M","S1901_C02_007E","S1901_C01_008E","S1901_C01_008M","S1901_C04_008E","S1901_C04_008M","S1901_C03_008M","S1901_C03_008E","S1901_C02_008M","S1901_C02_008E","S1901_C01_009E","S1901_C01_009M","S1901_C02_009E","S1901_C02_009M","S1901_C03_009E","S1901_C03_009M","S1901_C04_009E","S1901_C04_009M","S1901_C01_010M","S1901_C02_010E","S1901_C02_010M","S1901_C01_010E","S1901_C03_010E","S1901_C03_010M","S1901_C04_010E","S1901_C04_010M","S1901_C02_011E","S1901_C02_011M","S1901_C01_011M","S1901_C01_011E","S1901_C04_011M","S1901_C04_011E","S1901_C03_011M","S1901_C03_011E","S1901_C01_012E","S1901_C01_012M","S1901_C02_012E","S1901_C02_012M","S1901_C04_012E","S1901_C04_012M","S1901_C03_012M","S1901_C03_012E","S1901_C02_013M","S1901_C02_013E","S1901_C01_013M","S1901_C01_013E","S1901_C03_013E","S1901_C03_013M","S1901_C04_013M","S1901_C04_013E","S1901_C01_014E","S1901_C01_014M","S1901_C02_014E","S1901_C02_014M","S1901_C04_014M","S1901_C03_014E","S1901_C03_014M","S1901_C04_014E","S1901_C02_015E","S1901_C02_015M","S1901_C01_015M","S1901_C01_015E","S1901_C04_015M","S1901_C04_015E","S1901_C03_015M","S1901_C03_015E","S1901_C01_016E","S1901_C01_016M","S1901_C02_016E","S1901_C02_016M","S1901_C03_016E","S1901_C03_016M","S1901_C04_016E","S1901_C04_016M",
"0500000US48291","Liberty County, Texas","N","N","4915","1203","1373","20174","940","25089","6.9","3.4","3.0","8.1","8.4","21.3","N","N","7.8","3.5","4.6","3.3","19.4","9.2","N","N","20.8","8.4","N","N","2.9","8.2","2.9","10.1","9.8","7.0","N","N","3.8","12.9","3.1","12.3","11.0","6.1","N","N","3.3","13.8","3.4","13.4","21.0","4.3","8.3","12.5","N","N","4.7","23.0","10.5","3.2","2.3","2.8","N","N","3.9","11.9","14.3","3.8","15.6","4.5","N","N","2.9","3.5","1.6","2.3","2.0","1.8","N","N","0.0","4.0","0.8","0.8","0.6","0.7","4.0","0.0","N","N","48608","6268","52460","3223","20312","4789","7601","63644","4493","61014","4412","56219","N","N","4640","27088","34.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","37.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","14.5","(X)",
"0500000US48303","Lubbock County, Texas","45709","2788","39541","2814","2840","65269","2224","104810","6.1","1.6","1.5","9.2","3.5","17.3","0.8","1.6","7.2","1.2","4.5","1.4","12.1","2.6","0.9","1.6","21.0","3.7","2.5","9.5","1.9","11.1","1.9","14.8","13.6","3.5","2.2","8.7","1.9","10.1","1.8","11.5","14.2","3.1","2.4","13.8","2.3","15.1","1.8","14.9","18.6","2.0","2.6","12.6","3.6","24.9","2.8","21.1","9.8","1.5","2.9","1.3","2.9","16.6","2.2","13.6","9.3","1.6","11.9","2.3","15.5","2.9","4.5","1.9","0.7","2.9","1.0","2.0","2.8","0.9","0.5","0.5","3.6","1.1","0.7","2.7","0.8","1.3","1.5","5.0","42241","2191","53730","3315","24741","2217","2906","65549","3198","67802","2565","57254","N","N","4327","37635","30.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","31.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","25.6","(X)",
"0500000US48309","McLennan County, Texas","37758","2462","26973","2316","2542","56239","2393","83212","5.0","1.4","1.6","10.3","3.8","21.8","0.7","0.9","8.0","1.8","6.4","1.9","11.9","3.3","1.1","2.2","14.9","3.0","2.3","8.5","2.8","14.2","2.1","14.0","15.4","3.4","2.1","10.5","2.3","12.5","1.8","13.2","16.0","4.5","2.7","16.0","2.0","14.5","2.0","15.4","15.8","1.8","2.6","9.5","2.8","21.8","2.4","18.6","11.1","1.8","6.3","2.7","3.2","17.0","2.3","12.7","8.2","1.5","10.3","1.9","14.7","2.7","3.6","2.2","0.8","4.2","1.2","2.9","6.2","1.8","0.0","0.7","1.5","0.6","0.4","1.2","0.5","0.4","0.8","2.2","39143","2803","47063","3578","25705","3145","4264","62318","2920","59907","2084","51764","N","N","3353","32842","28.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","27.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","29.1","(X)",
"0500000US48329","Midland County, Texas","N","N","13901","1752","2085","34829","1661","48730","4.8","2.5","1.8","5.6","4.2","9.4","N","N","5.2","1.6","3.2","1.5","10.4","4.1","N","N","14.7","3.5","N","N","2.9","9.2","1.9","9.4","17.6","5.7","N","N","2.8","11.8","2.4","12.9","11.1","5.2","N","N","2.6","10.5","2.7","11.7","23.0","3.2","6.6","21.7","N","N","3.5","21.9","11.9","2.3","5.5","2.7","N","N","3.0","14.5","9.4","2.4","10.6","2.9","N","N","5.6","3.7","1.5","5.4","2.1","4.2","N","N","1.1","1.1","8.1","2.4","1.8","6.6","2.1","3.0","N","N","53170","3088","61218","3968","31756","6341","5193","74253","9393","87084","7716","79462","N","N","12611","56812","23.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","24.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","22.9","(X)",
"0500000US48339","Montgomery County, Texas","94158","4320","44842","3356","4035","117168","2669","162010","2.7","0.8","0.9","4.3","3.0","10.0","0.7","1.4","4.2","0.9","2.5","0.9","8.0","2.0","0.8","1.6","19.1","3.3","1.1","4.9","1.2","6.0","1.2","9.4","13.3","2.5","1.3","6.5","1.4","8.4","1.2","9.0","12.6","2.6","1.6","10.0","1.6","11.7","1.3","11.9","18.6","1.5","3.2","15.2","1.9","18.8","1.7","19.5","15.1","1.5","11.0","2.8","2.2","17.3","1.9","15.9","13.6","1.4","16.0","1.8","18.8","2.1","6.5","2.0","0.9","7.5","1.1","6.1","9.0","1.4","2.3","1.5","9.9","1.4","1.0","7.8","0.9","2.1","1.7","11.8","65196","2640","73898","2846","34585","4570","2572","82261","3981","97924","3191","85582","N","N","4192","50389","29.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","29.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","27.0","(X)",
"0500000US48355","Nueces County, Texas","53859","2824","39185","2997","3398","83887","2698","123072","7.8","1.7","1.5","8.9","3.1","15.4","1.2","2.5","5.9","1.0","3.6","1.2","10.5","2.4","1.2","1.9","15.9","3.4","2.4","9.6","2.6","14.3","2.1","14.5","15.4","3.2","2.5","9.8","1.9","10.4","1.7","12.7","16.8","3.1","2.2","12.6","2.2","14.8","1.8","15.1","17.0","1.8","3.2","12.1","3.4","22.2","2.5","19.0","9.0","1.5","5.1","2.0","2.5","14.0","1.9","10.5","11.5","1.6","12.7","1.9","17.8","2.8","7.9","2.1","0.7","4.0","1.0","3.0","5.8","1.6","0.3","0.4","3.0","0.9","0.7","2.4","0.5","0.6","1.2","3.8","41992","2993","49265","3184","30564","2121","2874","65291","4207","65831","2842","59063","N","N","2995","40563","23.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","25.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","16.8","(X)",
"0500000US48361","Orange County, Texas","N","N","8813","1243","1537","20253","1432","29066","7.5","3.0","2.7","10.3","6.4","18.4","N","N","7.9","2.4","3.1","1.9","21.6","7.8","N","N","10.6","4.8","N","N","3.0","8.5","2.6","8.6","10.3","5.0","N","N","4.3","12.0","3.3","11.4","12.8","5.8","N","N","4.9","17.3","3.7","16.6","18.8","3.9","8.5","16.0","N","N","4.3","18.3","12.5","3.1","8.5","4.9","N","N","3.8","14.4","10.2","2.6","14.2","3.6","N","N","1.2","1.6","1.2","3.0","1.7","2.3","N","N","0.0","2.2","1.7","1.4","1.1","1.4","1.2","0.7","N","N","44763","4889","51664","7585","24559","10025","9352","62054","5019","64413","4056","56189","N","N","4949","34499","34.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","32.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","38.0","(X)",
"0500000US48367","Parker County, Texas","N","N","11792","1908","2609","31348","2949","43140","4.1","2.0","2.0","6.1","5.0","12.0","N","N","3.7","1.4","2.5","1.9","9.2","4.4","N","N","16.5","6.0","N","N","2.8","7.2","2.6","9.2","14.1","4.9","N","N","2.4","9.5","2.2","11.6","16.6","5.3","N","N","3.7","16.2","3.1","16.4","18.3","2.7","5.0","13.7","N","N","3.2","19.9","12.0","2.7","7.6","5.0","N","N","3.2","13.4","13.5","2.3","16.0","2.8","N","N","6.2","3.9","1.8","6.3","2.4","5.1","N","N","2.0","1.7","4.8","1.7","1.4","4.0","1.7","2.0","N","N","54712","7368","64843","5842","32073","7931","3012","71571","5095","80695","5052","74067","N","N","13036","54296","26.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","26.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","23.3","(X)",
"0500000US48375","Potter County, Texas","17874","1699","15683","1513","1943","26366","1368","42049","10.6","2.5","2.1","9.3","4.6","12.1","1.4","2.6","7.8","2.3","4.2","2.0","14.4","5.2","1.9","2.3","26.5","5.7","2.7","6.9","3.2","13.6","2.9","18.3","16.9","5.5","4.8","12.5","3.6","12.8","2.9","14.6","12.7","4.7","3.8","14.6","3.5","14.0","2.8","14.6","19.8","3.2","3.7","9.5","5.8","32.7","4.5","24.8","8.0","1.9","4.8","2.3","3.6","13.4","2.5","9.6","5.2","1.5","7.2","2.2","10.3","3.3","1.7","1.6","0.9","1.6","1.1","1.4","2.3","1.6","1.2","1.4","1.5","1.0","0.7","1.1","0.5","0.3","1.5","2.2","35003","4544","43912","4626","24154","1729","4851","56277","3867","52611","2706","46513","N","N","4553","33323","30.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","33.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","22.8","(X)",
"0500000US48381","Randall County, Texas","N","N","16166","1703","1745","33021","1220","49187","2.5","1.3","1.4","4.1","3.5","8.7","N","N","6.2","1.9","2.0","1.0","15.3","4.7","N","N","12.8","4.3","N","N","1.9","4.8","1.9","7.4","13.8","4.4","N","N","2.3","8.9","2.2","10.4","22.3","5.2","N","N","2.8","11.0","2.5","14.7","22.2","2.9","4.6","17.3","N","N","3.5","23.6","17.0","2.4","6.2","2.8","N","N","3.5","22.5","11.4","2.0","15.5","3.0","N","N","2.6","1.9","1.0","3.9","1.4","2.9","N","N","0.3","0.5","5.3","1.9","1.3","3.7","0.7","0.6","N","N","58096","3677","70805","5133","34541","4374","2189","76514","6367","85216","4533","70661","N","N","3814","39404","27.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","28.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","25.9","(X)",
"0500000US48397","Rockwall County, Texas","N","N","5050","919","1196","21438","913","26488","2.6","1.8","1.5","2.7","2.8","3.2","N","N","3.1","1.5","0.4","0.5","14.5","7.7","N","N","8.3","5.7","N","N","1.9","2.7","1.4","3.0","10.4","6.2","N","N","2.5","6.3","2.2","5.6","19.5","8.5","N","N","3.5","9.1","3.6","12.0","19.2","3.9","12.1","19.8","N","N","4.8","20.6","17.8","3.3","12.1","7.1","N","N","3.9","19.3","20.8","4.2","21.8","4.8","N","N","7.7","5.3","2.9","10.1","2.9","10.0","N","N","4.5","4.2","7.2","2.4","1.9","5.8","3.9","0.0","N","N","80209","4065","82006","6698","46090","7988","9195","92338","8377","102726","6949","96402","N","N","8295","53742","27.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","25.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","35.2","(X)",
"0500000US48409","San Patricio County, Texas","N","N","5508","1027","1295","16387","1148","21895","5.1","3.1","2.8","6.8","7.9","15.2","N","N","11.2","3.1","8.1","3.6","20.3","8.5","N","N","14.4","7.0","N","N","3.2","10.2","2.9","11.7","18.3","7.1","N","N","3.5","9.8","3.2","12.0","11.3","7.0","N","N","3.7","10.2","3.3","10.2","20.4","4.0","7.3","14.3","N","N","5.1","21.6","14.6","3.7","4.1","4.1","N","N","4.9","18.1","9.0","2.7","11.7","3.5","N","N","1.0","1.7","1.4","2.7","1.7","2.3","N","N","1.1","1.9","2.5","2.2","1.6","1.9","3.6","0.0","N","N","45940","8025","58359","6696","25025","6908","5878","72681","5691","64903","4440","57339","N","N","6135","32327","20.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","19.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","23.3","(X)",
"0500000US48423","Smith County, Texas","39319","2602","25740","2392","2619","53601","1861","79341","3.5","1.3","1.7","7.7","4.3","17.5","1.0","1.6","5.9","1.3","3.6","1.2","11.3","3.6","1.1","1.7","22.7","4.6","1.5","5.8","1.8","9.4","2.0","13.4","14.7","3.3","2.2","9.6","2.3","12.1","1.9","12.9","17.0","4.4","2.7","13.8","2.4","13.8","2.1","15.0","17.3","2.0","3.0","9.1","3.3","21.9","2.7","20.5","10.4","1.6","4.8","2.2","2.8","15.4","2.2","12.8","11.4","2.0","15.8","2.6","19.2","3.3","2.9","1.7","0.9","4.1","1.2","3.0","5.1","1.5","0.0","0.8","4.5","1.3","0.8","3.0","0.8","0.0","1.7","5.9","43209","4080","60417","3161","23943","3394","3038","69720","5006","77395","3513","62924","N","N","2672","30875","22.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","22.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","19.7","(X)",
"0500000US48439","Tarrant County, Texas","324079","6889","200489","6430","6343","454784","5974","655273","3.8","0.5","0.5","6.0","1.3","12.8","0.3","1.3","4.7","0.5","3.2","0.5","8.7","1.2","0.4","1.7","15.6","1.3","0.7","5.4","0.7","9.4","0.7","10.9","14.3","1.5","0.8","7.9","0.8","9.9","0.8","11.0","16.9","1.5","0.9","11.8","0.8","13.6","0.8","14.5","19.6","0.9","1.3","17.3","1.3","20.5","1.1","19.7","11.9","0.7","7.4","0.8","1.1","16.0","0.9","13.5","13.4","0.7","16.5","1.0","21.2","1.3","5.1","0.9","0.4","5.4","0.5","4.2","7.3","0.7","1.2","0.4","5.1","0.4","0.3","3.8","0.3","0.8","0.6","6.9","52385","1068","61719","1281","33950","1235","1561","76511","1718","80907","1326","70513","96134","2273","1384","43418","25.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","25.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","21.0","(X)",
"0500000US48441","Taylor County, Texas","N","N","16984","1902","2004","31916","2047","48900","5.2","2.4","2.5","10.0","5.9","19.5","N","N","6.8","2.3","4.8","2.4","10.7","4.2","N","N","18.7","4.5","N","N","2.6","10.4","2.3","12.3","15.8","5.4","N","N","2.8","8.3","2.8","11.3","16.8","4.9","N","N","3.9","17.6","3.2","17.6","16.0","2.8","3.6","7.8","N","N","4.0","20.5","11.8","2.3","5.3","3.6","N","N","3.0","14.4","10.0","2.1","13.1","3.1","N","N","4.1","2.0","1.3","3.8","2.0","2.7","N","N","0.7","0.9","1.8","1.0","0.7","1.4","0.8","0.7","N","N","41704","2664","53164","4456","25607","4959","6232","67085","6270","67584","4241","56710","N","N","4538","34675","32.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","35.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","25.3","(X)",
"0500000US48451","Tom Green County, Texas","N","N","13580","1732","1947","27868","2094","41448","5.7","2.4","2.4","8.7","5.8","18.6","N","N","7.9","2.4","4.6","2.4","14.2","4.6","N","N","28.7","7.4","N","N","3.1","13.0","3.5","18.6","12.4","3.4","N","N","3.2","10.0","2.2","11.1","10.0","4.0","N","N","3.4","15.0","2.7","13.4","17.0","2.9","3.9","8.2","N","N","3.8","21.1","11.0","2.4","3.6","2.4","N","N","3.5","15.1","7.9","1.9","9.7","2.4","N","N","2.5","2.4","1.3","2.8","1.8","2.4","N","N","1.4","1.2","2.9","1.5","1.0","2.1","0.6","0.4","N","N","38043","3341","51785","5840","21119","1555","7857","59790","5928","63819","4285","53747","N","N","3996","30712","25.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","23.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","25.3","(X)",
"0500000US48453","Travis County, Texas","163366","4827","171119","4773","4929","232519","4215","403638","5.4","0.8","0.7","8.0","1.3","12.7","0.6","2.0","5.6","0.6","4.4","0.8","7.8","1.0","0.7","2.4","14.1","1.5","0.8","4.7","0.9","7.6","0.9","10.2","13.0","1.3","0.9","5.8","1.1","8.9","0.9","10.3","16.9","1.6","1.0","9.7","1.1","12.1","0.9","14.1","17.6","0.9","1.6","17.3","1.6","17.9","1.3","17.2","11.1","0.6","8.1","1.0","1.3","15.3","1.1","12.6","12.2","0.8","16.2","1.3","21.5","1.8","5.9","0.8","0.6","6.9","0.9","4.8","9.1","1.1","1.8","0.5","8.7","0.8","0.6","6.1","0.6","2.4","1.1","11.7","51743","1136","66406","2678","36553","1346","2472","85281","2868","91159","1810","74762","111148","3493","1948","50089","21.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","22.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","19.7","(X)",
"0500000US48469","Victoria County, Texas","N","N","8437","1307","1366","23257","1113","31694","5.4","2.9","2.8","8.5","6.0","17.8","N","N","6.0","2.0","4.2","2.2","12.6","5.7","N","N","25.3","8.1","N","N","4.0","12.0","4.2","15.0","11.0","4.9","N","N","3.6","10.3","2.9","10.2","12.4","5.9","N","N","3.1","12.2","2.8","11.8","21.4","4.1","7.3","17.5","N","N","4.1","21.0","10.0","2.5","2.8","2.1","N","N","3.2","12.6","11.2","2.6","14.3","3.5","N","N","0.7","1.2","1.8","5.1","2.5","3.7","N","N","0.0","2.3","2.9","2.0","1.5","2.1","2.3","0.0","N","N","48341","4453","57694","7615","21126","4171","7864","67263","4942","67296","3670","58399","N","N","3621","29924","26.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","26.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","23.8","(X)",
"0500000US48471","Walker County, Texas","N","N","9434","1200","1501","11236","1496","20670","11.9","6.2","4.9","21.4","8.0","33.2","N","N","5.3","2.7","3.4","2.4","7.4","5.1","N","N","16.9","7.0","N","N","3.6","5.9","3.7","10.9","15.9","5.5","N","N","3.3","7.6","2.9","11.4","10.8","6.4","N","N","6.6","16.6","4.5","14.2","13.5","4.0","4.3","8.3","N","N","6.0","18.0","10.0","3.2","1.7","1.6","N","N","5.6","17.0","9.2","3.3","13.9","6.2","N","N","3.7","2.6","1.8","3.8","2.6","3.1","N","N","2.1","2.6","1.9","2.0","1.1","1.0","2.1","0.0","N","N","35806","3891","53753","9519","21332","3633","14503","64799","9082","64652","5336","49103","N","N","5296","30379","37.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","33.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","40.2","(X)",
"0500000US48479","Webb County, Texas","35869","2258","12009","1540","2160","54707","1657","66716","9.7","2.5","2.0","11.5","7.4","31.9","1.2","2.3","8.1","2.3","7.0","2.1","10.9","4.0","2.5","5.7","17.6","6.5","2.8","9.9","3.1","15.6","2.8","16.3","8.6","4.5","3.2","14.0","2.6","13.3","2.5","13.1","12.9","4.8","3.5","19.7","2.8","17.2","2.5","16.9","13.5","2.4","5.1","10.8","3.4","16.9","2.7","14.2","8.9","1.9","2.8","2.2","3.3","13.8","2.4","10.3","6.5","1.8","7.2","1.9","9.8","2.8","1.7","1.5","1.0","3.3","1.3","2.8","4.9","1.9","0.0","1.6","2.2","1.0","1.0","2.4","3.0","2.9","1.5","2.9","35770","2841","37939","2521","18974","4119","3283","48768","3489","53212","3335","50835","N","N","9128","34170","26.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","27.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","14.1","(X)",
"0500000US48485","Wichita County, Texas","N","N","18468","1754","2200","29139","1847","47607","5.9","2.4","2.1","8.2","3.8","13.4","N","N","10.8","2.0","5.8","2.7","19.0","4.7","N","N","18.3","4.3","N","N","2.6","9.9","2.2","12.4","16.5","4.4","N","N","2.7","10.4","2.3","13.1","16.8","4.9","N","N","3.5","17.5","2.6","17.9","18.5","2.9","3.6","9.9","N","N","4.0","23.6","8.3","1.7","2.8","1.6","N","N","2.5","11.6","8.2","1.7","11.3","2.6","N","N","3.1","1.8","0.7","1.5","1.1","1.1","N","N","0.2","0.3","2.5","1.3","0.8","1.6","1.1","0.0","N","N","38689","1853","50416","3030","24101","5377","6649","61499","5905","63604","3296","51395","N","N","2616","30481","24.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","25.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","20.8","(X)",
"0500000US48491","Williamson County, Texas","86142","3269","41943","3135","3343","110796","2373","152739","1.4","0.5","0.7","3.3","2.1","8.4","0.1","0.2","2.8","0.7","1.8","0.6","6.6","2.0","0.5","0.7","12.7","3.0","0.8","2.2","1.3","5.1","1.1","6.7","11.3","2.6","1.0","3.6","1.2","5.9","1.1","6.8","18.1","3.3","1.9","10.9","1.7","12.4","1.5","14.0","24.4","1.9","2.9","24.3","2.7","23.3","2.6","23.7","15.5","1.6","9.0","2.6","2.5","19.7","2.0","17.6","17.4","1.8","20.7","2.3","25.0","2.7","7.3","2.2","1.1","7.6","1.5","5.9","9.6","1.9","0.7","0.7","3.7","0.9","0.8","3.2","1.3","1.6","1.2","4.7","65140","2577","74197","4149","43803","3568","3902","84872","2519","86608","2346","78564","N","N","5208","53428","18.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","20.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","13.9","(X)",
"0500000US49005","Cache County, Utah","N","N","8152","908","1034","27217","821","35369","2.9","1.3","2.0","6.0","7.1","16.5","N","N","4.6","1.9","2.3","1.6","13.0","6.3","N","N","22.3","7.1","N","N","2.9","11.9","2.7","14.2","13.5","5.5","N","N","2.7","11.3","2.4","11.3","14.2","6.6","N","N","3.6","18.2","2.9","17.3","20.5","3.0","6.1","14.1","N","N","3.5","22.4","12.4","2.1","4.9","3.0","N","N","2.4","14.2","9.4","1.9","11.4","2.3","N","N","0.8","1.3","0.9","3.1","1.2","2.3","N","N","0.0","2.0","2.3","1.0","0.8","2.0","1.1","0.6","N","N","46956","2121","55024","5467","24353","3751","3482","59421","4599","67819","3823","59968","N","N","4586","30416","28.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","27.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","26.5","(X)",
"0500000US49011","Davis County, Utah","65114","2753","16398","2123","2585","77623","1444","94021","2.9","1.1","1.1","3.5","3.4","8.1","0.8","1.3","2.5","0.8","1.8","0.8","5.7","2.6","0.5","0.8","15.6","5.5","0.9","2.4","1.1","4.2","1.3","6.2","18.7","4.6","1.4","5.5","1.2","6.0","1.3","8.1","22.5","5.9","1.8","12.9","1.9","13.9","1.8","15.0","23.5","2.1","4.5","14.5","2.7","26.1","2.5","25.2","15.4","2.1","4.1","1.9","2.5","18.2","2.3","17.2","16.9","1.7","18.8","1.9","21.2","2.2","7.1","3.8","1.0","5.7","1.1","5.1","6.8","1.4","2.4","2.2","4.2","0.9","0.8","3.7","1.0","1.1","1.1","4.8","64360","2755","69904","2275","35721","4067","2880","76077","3391","84320","2734","78163","N","N","4595","45906","23.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","23.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","18.6","(X)",
"0500000US49035","Salt Lake County, Utah","187076","4550","98655","3961","4542","240276","3109","338931","3.8","0.7","0.6","5.4","1.8","11.4","0.4","1.4","4.6","0.6","2.8","0.5","9.5","1.5","0.5","1.8","17.4","2.1","0.8","5.5","0.9","7.4","0.9","9.9","12.8","1.6","0.9","7.5","0.8","8.3","0.7","9.8","16.9","1.7","1.1","12.3","1.2","13.9","0.9","14.6","20.6","1.1","2.0","16.9","1.5","22.3","1.2","21.9","14.3","0.9","6.9","1.5","1.3","19.0","1.1","16.9","14.2","0.9","16.7","1.1","20.3","1.3","6.1","1.3","0.5","4.5","0.6","3.5","5.4","0.8","1.0","0.5","3.8","0.6","0.4","3.0","0.4","0.9","0.7","4.6","56711","1238","65515","1494","33462","2582","2713","73744","2467","79033","1973","70497","88412","2936","3330","45715","23.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","22.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","22.1","(X)",
"0500000US49049","Utah County, Utah","98981","2957","26191","2021","2592","113923","1874","140114","3.7","0.9","0.8","4.7","3.4","11.4","0.6","2.5","4.8","0.9","2.5","0.8","14.8","3.6","0.8","2.3","23.5","3.8","1.3","6.8","1.2","7.8","1.2","10.9","11.6","3.1","1.5","8.2","1.5","9.5","1.4","9.3","13.4","3.0","1.7","15.9","1.7","16.3","1.4","15.6","23.5","2.0","3.7","13.6","2.5","25.6","2.4","25.1","13.1","1.3","6.8","2.5","1.6","15.3","1.5","14.0","12.4","1.4","14.5","1.5","16.0","1.8","3.7","2.1","0.7","3.4","0.7","3.1","3.9","0.8","0.6","0.6","3.2","0.7","0.6","2.7","0.7","0.7","0.8","3.6","54275","2057","58402","2137","25296","3307","1967","62383","3265","73821","2825","67933","N","N","4219","38395","26.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","23.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","34.5","(X)",
