"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M",
"0500000US48183","Gregg County, Texas","46766","1743","6.2","2.1","4.5","1.7","9.5","2.4","11.3","2.9","11.1","2.7","20.7","4.0","12.8","2.8","15.7","3.3","3.4","1.9","4.6","1.7","59869","5422","78660","9168","35.0","(X)","(X)","(X)","(X)","(X)","31076","2361","3.9","2.0","1.4","1.0","8.6","3.3","7.9","3.0","10.2","3.1","21.5","5.1","16.2","4.0","19.4","4.3","5.2","2.9","5.9","2.5","72102","4602","90953","12868","(X)","(X)","38.0","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","84886","12074","N","N","(X)","(X)","(X)","(X)","(X)","(X)","15690","2101","12.1","5.5","10.7","4.4","15.4","4.9","18.0","5.9","13.1","4.5","16.0","5.2","6.9","4.2","5.8","4.4","0.0","1.6","2.0","1.7","30897","2820","49202","11317","(X)","(X)","(X)","(X)","24.8","(X)",
"0500000US48187","Guadalupe County, Texas","61414","1664","4.0","1.7","1.8","1.0","5.7","1.8","7.4","2.0","10.6","2.5","17.7","3.0","13.6","2.9","21.4","3.8","9.5","2.4","8.4","2.6","80464","6988","95132","5480","37.4","(X)","(X)","(X)","(X)","(X)","46989","2541","4.5","2.2","1.3","0.9","4.2","1.9","6.9","2.0","9.7","3.1","16.7","3.5","12.5","3.2","23.1","4.8","10.5","2.8","10.5","3.3","88076","8557","102003","7107","(X)","(X)","39.8","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","105975","12871","N","N","(X)","(X)","(X)","(X)","(X)","(X)","14425","2200","9.4","5.0","3.4","2.9","11.8","4.8","8.9","3.7","14.9","6.7","17.9","6.3","13.4","6.4","15.8","5.4","3.4","4.3","1.0","1.8","52160","9673","61944","6979","(X)","(X)","(X)","(X)","27.3","(X)",
"0500000US48201","Harris County, Texas","1735020","9139","6.7","0.4","3.7","0.3","7.9","0.4","9.3","0.5","12.3","0.6","16.6","0.7","12.0","0.7","14.8","0.6","7.3","0.5","9.3","0.4","63498","1422","95108","1845","38.8","(X)","(X)","(X)","(X)","(X)","1157979","16326","5.4","0.5","2.8","0.3","6.6","0.5","7.7","0.6","11.2","0.7","15.9","1.0","12.8","0.8","16.9","0.8","8.8","0.7","11.9","0.6","75870","2187","108887","2577","(X)","(X)","41.1","(X)","(X)","(X)","785083","14565","2.0","0.4","1.7","0.3","4.2","0.5","5.5","0.6","8.9","0.7","14.7","1.0","13.9","1.0","20.8","1.2","11.8","1.0","16.6","0.9","98288","2481","134265","3621","(X)","(X)","(X)","(X)","(X)","(X)","577041","14662","11.4","1.0","6.1","0.7","11.3","0.9","13.2","1.0","14.0","1.1","17.3","1.3","9.6","0.9","9.3","0.9","4.1","0.5","3.7","0.6","42355","1576","63149","2548","(X)","(X)","(X)","(X)","32.6","(X)",
"0500000US48203","Harrison County, Texas","25866","1133","9.0","4.0","3.3","2.5","11.6","4.2","8.4","3.3","9.5","3.9","22.7","5.2","12.0","4.4","14.3","4.3","5.6","2.9","3.5","1.9","59405","7845","76826","10874","45.8","(X)","(X)","(X)","(X)","(X)","18996","1634","5.3","3.3","0.4","0.6","9.5","4.1","5.6","2.7","11.7","5.3","25.3","6.5","14.1","5.7","19.1","5.5","6.2","3.5","2.9","2.2","70224","6336","80405","9316","(X)","(X)","47.4","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","83582","12874","N","N","(X)","(X)","(X)","(X)","(X)","(X)","6870","1544","19.4","10.6","11.4","8.9","19.6","8.5","16.2","8.4","5.3","4.0","12.1","7.2","5.4","4.9","1.2","2.1","4.1","3.9","5.3","4.3","24871","5236","64887","30794","(X)","(X)","(X)","(X)","41.0","(X)",
"0500000US48209","Hays County, Texas","94205","1915","8.0","2.5","3.2","1.3","8.4","2.4","8.7","2.1","8.9","2.2","11.9","2.4","11.8","2.3","20.1","3.0","9.8","2.2","9.2","1.9","76842","6698","92407","5144","38.9","(X)","(X)","(X)","(X)","(X)","59965","2986","4.7","2.2","1.1","1.1","5.3","2.8","5.3","1.9","11.7","2.9","10.6","2.6","12.6","3.1","24.0","3.8","12.2","2.6","12.6","2.6","97914","10868","110318","6660","(X)","(X)","39.0","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","113689","7714","N","N","(X)","(X)","(X)","(X)","(X)","(X)","34240","3276","15.1","5.8","6.7","3.1","13.5","4.6","15.2","4.8","7.4","3.5","13.0","4.5","7.6","3.2","13.3","6.1","5.7","3.3","2.7","2.1","34664","7208","57126","8028","(X)","(X)","(X)","(X)","38.1","(X)",
"0500000US48213","Henderson County, Texas","32576","1700","9.4","2.9","6.8","2.0","10.8","3.4","8.9","2.4","14.2","3.7","20.9","4.6","10.8","3.7","11.2","3.2","3.7","1.9","3.2","1.5","49830","5138","67826","7498","39.6","(X)","(X)","(X)","(X)","(X)","21807","1886","3.4","2.4","3.4","1.9","8.9","3.7","6.8","2.5","14.6","4.4","23.1","5.5","14.4","5.4","15.5","4.6","4.9","2.8","4.8","2.3","64146","9329","84936","10412","(X)","(X)","35.2","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","72903","8241","N","N","(X)","(X)","(X)","(X)","(X)","(X)","10769","1619","22.7","7.7","12.6","5.3","15.6","6.4","13.4","5.4","14.5","6.4","15.0","6.9","3.2","2.2","1.6","1.7","1.2","1.6","0.0","2.4","24554","3290","31966","4986","(X)","(X)","(X)","(X)","45.9","(X)",
"0500000US48215","Hidalgo County, Texas","268598","4114","10.3","1.4","6.5","1.2","13.6","1.6","10.6","1.3","12.9","1.5","17.5","1.9","10.4","1.3","11.7","1.3","3.4","0.8","3.2","0.6","44818","3156","61113","2291","44.9","(X)","(X)","(X)","(X)","(X)","210287","5079","7.4","1.1","5.9","1.3","12.8","1.6","10.6","1.4","13.1","1.8","18.4","2.1","11.4","1.6","13.0","1.5","3.9","0.9","3.5","0.8","50227","2706","65653","2614","(X)","(X)","47.2","(X)","(X)","(X)","137957","5534","3.0","0.9","4.5","1.3","11.7","1.8","10.2","1.7","11.2","1.7","18.3","2.6","13.4","2.2","18.0","2.3","5.0","1.3","4.8","1.1","61761","4835","77779","3599","(X)","(X)","(X)","(X)","(X)","(X)","58311","4165","24.0","4.7","9.2","2.1","17.1","4.0","9.6","2.8","13.0","3.1","13.6","3.7","4.8","1.8","5.9","2.7","1.5","1.3","1.3","1.1","24784","3217","39559","4278","(X)","(X)","(X)","(X)","32.9","(X)",
"0500000US48231","Hunt County, Texas","37206","1435","6.2","2.2","3.6","1.7","8.8","2.6","14.2","3.7","13.5","3.6","14.5","3.4","12.3","2.7","13.1","2.6","8.6","3.2","5.3","2.0","56761","6783","78450","6484","40.1","(X)","(X)","(X)","(X)","(X)","26518","1904","5.2","2.9","2.1","1.5","3.4","1.9","11.6","4.1","13.7","3.8","17.7","4.4","14.9","3.2","16.1","3.5","9.0","3.2","6.4","2.6","70733","8920","88758","8455","(X)","(X)","43.4","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","85214","8856","N","N","(X)","(X)","(X)","(X)","(X)","(X)","10688","1641","12.5","4.9","7.5","4.2","23.6","7.6","19.5","8.7","10.5","7.5","6.4","4.0","6.7","4.6","4.6","2.5","6.1","6.7","2.6","2.8","28548","4527","47257","10810","(X)","(X)","(X)","(X)","28.7","(X)",
"0500000US48245","Jefferson County, Texas","94828","2532","6.8","1.7","5.2","1.4","9.9","1.9","9.3","1.6","13.1","2.3","16.4","2.2","13.0","1.9","15.3","2.3","5.5","1.6","5.5","1.2","56904","4018","79856","5654","51.3","(X)","(X)","(X)","(X)","(X)","60456","3005","5.5","1.9","4.8","1.7","8.8","2.3","7.2","1.9","12.4","2.7","14.6","2.6","14.2","2.5","17.9","3.0","7.8","2.4","6.8","1.9","68979","6571","89645","8388","(X)","(X)","49.4","(X)","(X)","(X)","39675","2802","1.6","1.2","1.5","1.1","5.2","2.0","4.6","1.3","12.0","3.0","13.4","3.2","16.6","3.8","23.9","4.3","11.0","3.4","10.2","2.8","92725","5775","N","N","(X)","(X)","(X)","(X)","(X)","(X)","34372","2698","10.5","3.3","7.0","2.2","12.7","3.9","14.0","2.9","13.8","4.3","18.9","4.1","9.6","2.6","9.0","3.0","2.1","1.3","2.4","1.1","41463","4792","58448","7334","(X)","(X)","(X)","(X)","52.2","(X)",
"0500000US48251","Johnson County, Texas","64338","1659","4.6","1.6","3.6","1.4","4.9","1.8","5.5","2.0","10.9","2.4","18.5","3.3","15.2","3.2","22.7","3.0","8.7","2.1","5.3","1.4","77933","6792","90327","4500","30.6","(X)","(X)","(X)","(X)","(X)","51721","2274","2.8","1.5","2.9","1.5","1.9","1.2","5.0","2.2","10.5","2.6","19.9","3.7","15.1","3.5","26.5","3.6","10.1","2.6","5.3","1.6","87024","8793","97150","4834","(X)","(X)","30.2","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","96607","6184","N","N","(X)","(X)","(X)","(X)","(X)","(X)","12617","1648","14.3","5.5","6.3","3.2","17.5","5.9","9.6","4.6","12.1","5.3","16.0","6.9","11.8","4.9","5.8","3.3","2.5","2.2","4.1","3.6","37443","9550","55058","9350","(X)","(X)","(X)","(X)","31.3","(X)",
"0500000US48257","Kaufman County, Texas","50212","959","4.5","1.5","3.1","1.3","4.4","1.8","5.1","1.8","11.5","3.0","23.0","3.9","14.0","3.6","20.5","3.7","8.3","2.6","5.5","2.1","72175","5102","87293","4893","49.1","(X)","(X)","(X)","(X)","(X)","38167","1745","1.8","1.1","2.5","1.6","2.9","1.8","4.4","2.1","11.1","3.3","19.7","4.7","18.8","5.2","22.1","5.0","10.5","3.3","6.0","2.4","84896","5913","95138","5829","(X)","(X)","52.9","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","93283","8800","N","N","(X)","(X)","(X)","(X)","(X)","(X)","12045","1550","13.0","5.3","5.0","2.8","12.3","5.8","6.9","3.8","17.3","6.4","31.9","8.4","2.7","2.3","6.4","5.4","0.7","1.2","3.8","3.7","45999","6207","53433","9628","(X)","(X)","(X)","(X)","37.0","(X)",
"0500000US48291","Liberty County, Texas","29290","1675","5.0","2.5","3.6","2.0","8.9","4.1","7.5","3.6","18.2","4.9","21.2","5.4","10.9","4.9","13.7","4.2","7.1","2.7","3.8","2.6","55697","10626","73993","7261","38.0","(X)","(X)","(X)","(X)","(X)","21599","2119","4.4","2.7","3.6","2.4","6.0","4.2","7.2","4.4","17.0","6.4","21.6","6.5","13.4","5.8","14.6","4.9","9.7","4.7","2.5","2.2","62009","12522","78118","7949","(X)","(X)","38.0","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","70621","10635","N","N","(X)","(X)","(X)","(X)","(X)","(X)","7691","1648","11.0","8.0","5.0","4.0","17.8","11.2","11.8","7.2","18.0","9.3","18.0","10.0","1.0","1.6","14.2","9.7","0.0","3.3","3.3","3.5","38100","8970","52673","12113","(X)","(X)","(X)","(X)","34.9","(X)",
"0500000US48303","Lubbock County, Texas","124689","2412","8.4","1.6","5.5","1.5","10.2","1.9","8.3","1.8","11.1","1.7","17.4","2.4","12.9","1.9","13.5","1.7","5.2","1.1","7.6","1.5","57798","3452","79061","4334","46.9","(X)","(X)","(X)","(X)","(X)","77243","3665","4.9","1.8","3.3","1.5","6.9","1.9","7.7","2.3","9.3","1.9","17.2","2.7","14.9","2.4","17.5","2.4","7.5","1.7","10.8","2.3","76059","6342","96000","6376","(X)","(X)","49.6","(X)","(X)","(X)","53760","2835","0.4","0.3","3.0","1.9","4.4","1.5","3.6","1.6","6.8","2.0","17.0","3.3","18.1","3.0","21.5","3.4","9.8","2.2","15.4","3.3","94893","6238","117953","8289","(X)","(X)","(X)","(X)","(X)","(X)","47446","2991","15.8","3.8","8.6","3.2","16.7","4.4","11.3","2.5","12.8","3.7","17.1","4.1","9.0","3.0","5.5","2.6","0.9","0.8","2.2","1.4","32336","5565","47779","7066","(X)","(X)","(X)","(X)","41.4","(X)",
"0500000US48309","McLennan County, Texas","97065","2170","6.3","1.5","4.1","1.5","9.3","2.0","10.7","2.2","11.7","2.0","19.3","2.8","11.2","1.8","13.3","2.0","8.6","1.7","5.5","1.3","60437","6023","82220","5228","36.8","(X)","(X)","(X)","(X)","(X)","61912","2717","3.2","1.8","3.1","1.4","3.9","1.6","8.7","2.4","12.8","2.8","18.3","3.0","11.2","2.4","19.0","2.7","12.2","2.5","7.6","1.8","75050","6286","101121","7659","(X)","(X)","40.4","(X)","(X)","(X)","43638","2526","0.4","0.4","1.5","1.2","2.2","1.1","5.5","2.0","10.8","3.3","16.9","3.6","12.9","3.1","24.2","3.6","15.6","3.2","10.2","2.4","99920","8951","119560","9404","(X)","(X)","(X)","(X)","(X)","(X)","35153","2699","13.2","3.1","7.5","3.1","19.2","4.7","14.8","4.1","11.0","3.0","19.5","4.8","8.3","2.5","2.7","1.8","1.9","1.0","1.8","1.1","31802","3542","44470","4252","(X)","(X)","(X)","(X)","29.2","(X)",
"0500000US48329","Midland County, Texas","66052","1696","5.9","2.5","4.2","2.7","3.6","1.6","7.0","2.6","11.8","3.3","14.5","3.3","11.4","3.6","18.8","3.7","12.1","3.2","10.6","2.8","82248","13552","107814","9791","40.8","(X)","(X)","(X)","(X)","(X)","46840","3468","4.6","2.8","3.3","3.4","2.9","1.6","5.3","2.6","8.1","3.1","13.5","3.8","13.8","4.3","20.6","4.5","14.4","4.2","13.6","3.8","94853","12641","122488","12193","(X)","(X)","43.4","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","114745","9297","N","N","(X)","(X)","(X)","(X)","(X)","(X)","19212","3341","9.3","5.6","6.6","4.8","5.7","4.0","11.5","6.3","21.8","8.7","16.9","8.2","4.2","4.2","14.4","6.6","6.1","6.0","3.4","3.0","46701","7492","71098","16321","(X)","(X)","(X)","(X)","34.5","(X)",
"0500000US48339","Montgomery County, Texas","232095","4238","4.3","1.2","2.2","0.8","6.6","1.4","7.4","1.5","7.3","1.5","16.0","2.2","12.5","1.8","17.1","2.0","10.1","1.5","16.5","2.2","86903","5435","118178","6857","44.8","(X)","(X)","(X)","(X)","(X)","172661","5435","3.6","1.4","1.3","0.8","4.1","1.4","6.2","1.4","5.5","1.3","14.7","2.6","13.2","2.1","20.2","2.6","11.4","1.9","19.8","2.6","103232","6040","133021","8604","(X)","(X)","47.7","(X)","(X)","(X)","140447","6188","2.1","1.3","0.5","0.4","3.0","1.3","4.5","1.3","4.3","1.3","14.3","2.8","12.7","2.1","21.4","2.9","13.5","2.4","23.8","3.2","121398","6326","N","N","(X)","(X)","(X)","(X)","(X)","(X)","59434","6023","8.3","3.3","4.8","2.1","13.8","3.8","11.5","3.8","13.7","4.3","18.9","4.4","10.6","3.6","8.5","2.8","4.4","2.6","5.4","2.4","46215","7099","68628","9274","(X)","(X)","(X)","(X)","34.0","(X)",
"0500000US48355","Nueces County, Texas","127624","2691","7.5","1.6","4.9","1.2","8.6","1.5","10.3","1.5","11.5","2.0","17.6","2.3","14.6","1.7","14.1","2.1","4.9","1.2","6.1","1.4","59983","3072","79418","4422","37.7","(X)","(X)","(X)","(X)","(X)","88249","3467","5.9","1.8","3.3","1.4","6.9","1.6","9.7","2.0","10.0","2.0","16.9","2.5","16.6","2.2","16.8","2.6","5.9","1.7","7.9","1.8","70134","6139","89778","5150","(X)","(X)","42.2","(X)","(X)","(X)","60062","3950","2.5","1.4","1.2","0.6","4.1","1.6","7.1","1.9","8.9","2.0","17.3","2.9","18.9","3.2","21.4","3.3","8.1","2.4","10.5","2.6","85784","6108","107763","6766","(X)","(X)","(X)","(X)","(X)","(X)","39375","3452","12.5","3.4","10.1","2.8","12.4","3.2","12.6","3.1","14.4","3.7","18.9","3.9","8.9","2.8","6.3","2.7","2.1","1.7","1.8","1.4","37093","5359","52121","6941","(X)","(X)","(X)","(X)","26.1","(X)",
"0500000US48361","Orange County, Texas","31323","1376","4.6","2.1","4.3","1.9","7.0","2.8","11.1","3.2","9.2","2.9","16.0","3.1","12.8","2.9","16.5","3.5","6.4","2.1","12.2","3.6","71022","7825","97661","8414","34.5","(X)","(X)","(X)","(X)","(X)","22460","1805","3.0","2.1","2.0","1.7","5.1","2.5","8.3","3.3","9.4","3.0","13.1","3.5","14.3","4.1","21.6","4.3","7.8","3.3","15.4","4.7","90809","11638","112276","11022","(X)","(X)","33.9","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","100235","12218","N","N","(X)","(X)","(X)","(X)","(X)","(X)","8863","1579","10.6","6.2","10.0","5.7","13.3","6.4","17.0","7.4","9.1","5.1","22.4","7.8","9.6","5.2","1.9","1.5","1.8","2.1","4.3","4.3","34084","11517","56466","13677","(X)","(X)","(X)","(X)","35.6","(X)",
"0500000US48367","Parker County, Texas","55525","1388","3.1","1.1","2.9","1.8","5.4","1.8","6.7","2.2","10.1","2.4","17.8","2.9","12.3","2.8","19.6","3.3","8.7","2.3","13.4","3.1","85641","6355","104791","6565","39.6","(X)","(X)","(X)","(X)","(X)","41313","2515","2.3","1.4","1.1","1.1","3.9","1.8","2.8","1.5","8.0","2.4","17.4","2.9","14.2","3.6","23.1","4.2","10.9","3.2","16.3","3.4","100298","6665","120195","8000","(X)","(X)","42.0","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","114238","9464","N","N","(X)","(X)","(X)","(X)","(X)","(X)","14212","2282","5.4","2.2","9.0","5.2","10.0","5.1","18.0","7.1","17.3","7.0","19.7","6.3","9.1","5.4","8.1","4.4","2.8","2.8","0.7","1.1","39625","8064","51966","5945","(X)","(X)","(X)","(X)","32.8","(X)",
"0500000US48375","Potter County, Texas","44472","2044","9.9","3.1","6.1","2.0","10.5","2.6","12.5","3.5","15.5","3.3","14.8","3.3","13.6","3.2","10.8","2.8","3.5","1.3","2.9","1.3","44721","4874","67039","7880","44.6","(X)","(X)","(X)","(X)","(X)","27194","2160","6.4","3.1","3.5","2.3","7.2","3.0","14.0","4.9","16.5","4.7","12.2","3.9","17.4","4.7","14.0","3.7","4.4","1.9","4.4","2.1","54830","14026","81131","12675","(X)","(X)","47.3","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","76448","8397","N","N","(X)","(X)","(X)","(X)","(X)","(X)","17278","1894","17.2","6.5","10.2","3.7","16.4","5.1","11.5","4.0","13.1","4.6","16.4","5.1","6.9","3.7","6.0","4.3","1.8","1.4","0.4","0.5","30047","7377","42854","6735","(X)","(X)","(X)","(X)","38.2","(X)",
"0500000US48381","Randall County, Texas","56509","1458","4.2","1.4","3.0","1.0","7.7","1.8","7.1","2.1","12.4","2.7","18.7","3.2","13.9","3.0","17.8","2.8","10.1","2.4","5.2","1.6","70322","7703","91909","6398","35.8","(X)","(X)","(X)","(X)","(X)","37012","2405","2.2","1.6","1.1","0.8","3.9","1.5","3.8","1.9","13.0","3.5","16.7","3.7","16.7","3.9","21.7","3.8","14.0","3.5","7.0","2.0","90787","9335","109892","9157","(X)","(X)","37.1","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","99391","7205","N","N","(X)","(X)","(X)","(X)","(X)","(X)","19497","2141","8.5","3.1","6.3","2.7","15.2","4.7","13.5","4.5","13.9","4.0","22.5","5.9","6.4","2.9","9.3","3.6","2.8","2.0","1.7","2.3","40484","6740","55566","8988","(X)","(X)","(X)","(X)","32.2","(X)",
"0500000US48397","Rockwall County, Texas","39329","1040","2.2","1.4","2.0","1.5","4.7","2.4","3.5","2.1","8.8","3.3","8.2","2.6","10.1","3.1","29.2","5.8","15.1","4.3","16.1","3.8","121568","7564","135702","10745","39.1","(X)","(X)","(X)","(X)","(X)","31576","1968","1.5","1.2","1.7","1.7","2.3","2.1","2.4","1.7","5.8","2.6","7.9","2.9","11.0","3.4","31.1","6.0","16.7","4.9","19.8","4.5","130330","9046","149874","11969","(X)","(X)","40.9","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","133506","5101","N","N","(X)","(X)","(X)","(X)","(X)","(X)","7753","1955","5.1","4.8","3.1","3.1","14.7","8.6","8.2","8.2","22.5","13.1","9.8","6.1","8.6","6.9","18.6","12.1","8.8","8.9","0.7","1.3","48671","11589","69184","14506","(X)","(X)","(X)","(X)","31.7","(X)",
"0500000US48409","San Patricio County, Texas","25495","1228","6.2","3.1","6.3","2.7","7.0","2.6","9.3","3.6","12.9","3.6","18.7","4.0","14.3","4.0","14.8","3.7","4.9","1.9","5.6","1.9","59276","7688","78997","6764","42.6","(X)","(X)","(X)","(X)","(X)","18286","1394","5.8","3.4","3.1","2.7","7.9","3.5","8.1","4.0","13.5","4.8","16.9","4.4","17.5","5.1","15.3","4.2","6.2","2.4","5.6","2.4","66041","8252","81318","6844","(X)","(X)","44.3","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","83560","9467","N","N","(X)","(X)","(X)","(X)","(X)","(X)","7209","1185","11.4","7.1","13.2","5.9","8.3","4.9","12.6","6.3","12.5","5.6","21.6","9.3","8.4","5.9","4.5","4.3","2.8","4.2","4.7","4.5","39576","11350","64039","19143","(X)","(X)","(X)","(X)","36.4","(X)",
"0500000US48423","Smith County, Texas","81175","2440","4.7","1.4","3.0","0.9","7.3","1.8","11.6","2.5","12.9","2.1","19.1","3.1","12.5","2.2","15.7","2.3","6.1","1.7","7.2","1.6","63115","3384","86661","5551","40.9","(X)","(X)","(X)","(X)","(X)","56562","3137","2.7","1.2","1.9","1.0","5.2","2.0","7.6","2.3","10.3","2.2","21.3","3.8","13.3","2.7","19.9","3.0","8.3","2.2","9.6","2.1","76279","5605","102626","6816","(X)","(X)","44.9","(X)","(X)","(X)","43955","2820","1.5","1.0","1.3","0.9","3.4","1.6","5.5","2.0","10.7","2.3","18.3","4.1","14.6","3.1","22.8","3.6","9.9","2.9","12.0","2.6","88809","4440","N","N","(X)","(X)","(X)","(X)","(X)","(X)","24613","3010","9.3","3.4","6.0","2.4","12.2","4.2","22.4","5.6","17.7","5.0","17.5","5.6","6.3","2.6","6.1","2.8","1.1","0.9","1.4","1.4","35074","3694","47448","4848","(X)","(X)","(X)","(X)","29.6","(X)",
"0500000US48427","Starr County, Texas","19460","895","17.9","4.2","12.7","3.8","11.8","3.3","9.0","3.5","14.6","4.9","13.1","4.7","10.9","4.7","3.1","1.9","6.8","3.7","0.1","0.1","33367","9209","47153","5946","29.9","(X)","(X)","(X)","(X)","(X)","14619","1093","12.3","3.7","8.1","4.2","9.4","2.9","11.8","4.7","16.7","5.6","14.2","5.4","15.5","6.6","3.9","2.4","8.1","4.6","0.0","1.7","42703","8504","54363","7747","(X)","(X)","34.3","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","55232","16475","N","N","(X)","(X)","(X)","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","10858","1515","N","N","(X)","(X)","(X)","(X)","16.6","(X)",
"0500000US48439","Tarrant County, Texas","771657","5146","4.4","0.5","3.1","0.4","6.2","0.5","8.1","0.7","12.6","0.7","17.7","0.9","14.1","0.9","16.8","0.7","7.6","0.6","9.3","0.7","71346","1751","99406","2298","34.6","(X)","(X)","(X)","(X)","(X)","523319","8258","2.8","0.5","2.0","0.4","4.7","0.6","6.3","0.8","11.0","0.8","16.1","0.9","15.2","1.1","19.8","1.0","9.8","0.7","12.3","0.9","85765","2509","115405","2757","(X)","(X)","36.0","(X)","(X)","(X)","373811","8923","1.3","0.4","0.9","0.2","2.7","0.5","4.1","0.7","8.3","0.9","14.2","1.1","15.8","1.3","23.7","1.4","12.7","1.0","16.2","1.2","104770","3066","136412","3874","(X)","(X)","(X)","(X)","(X)","(X)","248338","8152","8.8","1.1","5.9","0.9","10.3","1.2","12.6","1.6","16.8","1.6","20.2","1.7","10.9","1.2","9.5","1.1","2.8","0.6","2.4","0.5","45951","1704","61456","2800","(X)","(X)","(X)","(X)","29.8","(X)",
